EmployeeNumber,SSNValue,FirstName,LastName,DateOfBirth,HomeStreet1,HomeCity,HomeZip,HomeCountry,Organization.Code,Department.Code,Supervisor,Email,DepartmentDescription,LoginId,CostCenter,EmployeeGroup,PositionCode,PositionDescription
678890,20012974,Maruping Christopher Jonas,Absolom,08.09.1958,26 Hickory Lane,Randburg,2094,ZA,A1,21158996,613378,no_mail_available,FG-9-ZA-92 - Virtual Device,q3964423,410021,indirect,1137588,Contractor
678890,20012974,Siyambulela Sanele Sisonke,Absolom,08.09.1958,90 Juniper Street,Johannesburg,2000,ZA,C1,21158996,613378,no_mail_available,FG-9-ZA-92 - Virtual Device,q8562224,O202,indirect,1137081,Customer Services
653493,20012974,Hester Estelle Emmarentia,Achadinha,28.10.1958,14 Dogwood Avenue,Midrand,2107,ZA,C1,21158975,603313,no_mail_available,FG-9-ZA-65 - Financial Services Applications,q9648463,410082,indirect,1381933,Contractor
653493,20012974,Johannes Ntutulele Philly,Achenbach,28.10.1958,62 Palm Road,Randburg,2090,ZA,C1,21158975,603313,no_mail_available,FG-9-ZA-65 - Financial Services Applications,q7772679,110F21,direct,19003422,Contractor
584785,20012974,Johannes Ntutulele Philly,Achilles,04.11.1958,47 Olive Street,Sandton,2196,ZA,C1,21163905,561135,no_mail_available,FG-9-ZA-61 - Wholesale Integration Template,q6252546,410084,direct,1139470,Contractor
584785,20012974,Martinus Petrus Christoff,Ackermann,04.11.1958,3 Redwood Lane,Johannesburg,2001,ZA,C1,21163905,561135,no_mail_available,FG-9-ZA-61 - Wholesale Integration Template,q3799915,110F09,direct,1138556,Contractor
662888,20012974,Motswaledi Petrus Ephraim,Ackermann,12.01.1959,55 Beech Drive,Midrand,2100,ZA,C1,21138510,581516,no_mail_available,"TX-R-432 - Axles, Eng. Pre-Ass., Powertr., Marr.",q1246874,410083,direct,1276210,Contractor
662001,20012974,Ngakana Vincent Thamsanqa,Ackermann,12.01.1959,79 Cypress Road,Sandton,2192,ZA,C1,21127663,582600,no_mail_available,"TX-5-R-2 - Quality Steering, Q- Reporting Process T",q5387179,410034,direct,1138534,Contractor
20005859,20012974,Stefanus Johannes Jacobus,Ackermann,14.03.1959,20 Hawthorn Street,Randburg,2094,ZA,C1,21141868,581002,no_mail_available,"TX-R-352 - Seam Seal, UBS",q9679218,320000,indirect,1222790,"Head of, Corporate Planning"
20005853,20012974,Stefanus Johannes Jakobus,Ackermann,14.03.1959,33 Linden Avenue,Johannesburg,2000,ZA,C1,21141864,582287,no_mail_available,TX-R-331 - Production Underbody,q9588442,410040,direct,1137589,Contractor
20005849,20012974,Tshepo Samuel Maruputlane,Adam,24.06.1959,68 Maple Crescent,Midrand,2107,ZA,C1,21141867,582753,no_mail_available,"TX-R-35 - Corrosion Protection, Paint-Finish",q8969889,410082,direct,1140254,Contractor
636458,20012974,Andisiwe Yanga Nonyameko,Adam,24.06.1959,11 Fir Lane,Randburg,2090,ZA,C1,21127655,580504,no_mail_available,"TX-525 - Val., Int. Tot. Veh. Ros.",q9542653,410064,direct,1139230,Contractor
580714,20012974,Charlene Mabel Nondumiso,Adams,04.07.1959,13 Rose Avenue,Johannesburg,"2096,51264367816",ZA,C1,21158960,630387,no_mail_available,FG-9-ZA-5 - CBS,q9545080,410037,indirect,1139229,Contractor
629218,20012974,Daniel Stephanus Donovan,Adams,04.07.1959,46 Maple Street,Sandton,"2096,66614757138",ZA,A1,21158985,581635,no_mail_available,"FG-9-ZA-80 - Mat. Master Data,Supply Chain Call Off",q0143107,420004,indirect,1138535,Contractor
629218,20012974,Deborah Kailane Jacobeth,Adams,25.08.1959,88 Oak Drive,Randburg,"2096,81965146459",ZA,C1,21158985,581635,no_mail_available,"FG-9-ZA-80 - Mat. Master Data,Supply Chain Call Off",q6787976,140F01,indirect,1135119,Engineer (Technical)
536341,20012974,Francois Gysbert Olivier,Adams,25.08.1959,24 Kingfisher Lane,Johannesburg,"2096,9731553578",ZA,C1,21158942,622177,no_mail_available,description unavailable,q5119814,410044,direct,1351226,Contractor
581014,20012974,Hendrick Ranngwe Obakeng,Adams,15.10.1959,57 Willow Road,Midrand,"2097,12665925102",ZA,C1,21105699,583242,no_mail_available,"TX-R-451 - Short Track, Dyn. Perf., Leak Tst., Off.",q4904937,410042,direct,1140195,Contractor
580921,20012974,Hlupheka Surprise Willie,Adams,15.10.1959,103 Cedar Crescent,Randburg,"2097,28016314423",ZA,C1,21105663,551971,no_mail_available,TX-R-160 - Account- and Process Change Management,q8049457,430002,direct,1138407,Contractor
655729,20012974,Johan Christiaan Rudolph,Adams,20.11.1959,13 Rose Avenue,Johannesburg,"2097,43366703745",ZA,C1,21141868,580929,no_mail_available,"TX-R-352 - Seam Seal, UBS",q1516690,430002,direct,1138406,Contractor
582193,20012974,Johan Christiaan Rudolph,Adams,20.11.1959,46 Maple Street,Sandton,"2097,58717093066",ZA,C1,21158951,581713,no_mail_available,"FG-9-ZA-36 - Taxes, Customs",q3742899,430002,direct,1138558,Contractor
582193,20012974,Josias Johannes Reinecke,Adams,01.12.1959,88 Oak Drive,Randburg,"2097,74067482388",ZA,C1,21158951,581713,no_mail_available,"FG-9-ZA-36 - Taxes, Customs",q2821315,410041,direct,19003803,Contractor
678486,20012974,Josias Johannes Reinecke,Adaye,01.12.1959,24 Kingfisher Lane,Johannesburg,"2097,89417871709",ZA,C1,21105698,584455,no_mail_available,"TX-R-450 - Test Line, Finish, F2",q5316874,410022,direct,1133791,Contractor
678566,20012974,Lerato Kholofelo Cecilia,Adinolfi,13.01.1960,57 Willow Road,Midrand,"2098,04768261031",ZA,C1,21141864,674111,no_mail_available,TX-R-331 - Production Underbody,q6141972,420004,direct,1138536,Contractor
678566,20012974,Mashakeng Moloke Temosho,Adinolfi,13.01.1960,103 Cedar Crescent,Randburg,"2098,20118650352",ZA,EB,21141864,678511,no_mail_available,TX-R-331 - Production Underbody,q5550471,120F03,direct,1136626,Artisan
685557,20012974,Petrus Cornelis Frederik,Agenbag,08.02.1960,35 Birch Street,Sandton,"2098,35469039674",ZA,C1,21105663,551971,no_mail_available,TX-R-160 - Account- and Process Change Management,q9343605,110F28,indirect,19003370,Associate
583147,20012974,Petrus Cornelis Frederik,Agenbag,08.02.1960,79 Elm Avenue,Johannesburg,"2098,50819428995",ZA,C1,21138509,678672,no_mail_available,"TX-R-431 - Headl., Carp., Cent. Cons., Glaz., HVB.",q0135597,130F05,direct,1187491,Snr Artisan
556068,20012974,Pieter Ignatius Jeremias,Agra,20.02.1960,10 Pine Lane,Midrand,"2098,66169818317",ZA,C1,21158945,661866,no_mail_available,FG-9-ZA-30 - Treasury,q7579418,110F25,direct,19002047,Associate
556253,20012974,Pieter Ignatius Jeremias,Akobi,20.02.1960,66 Aspen Road,Sandton,"2098,81520207638",ZA,C1,21158963,582056,no_mail_available,FG-9-ZA-52 - Retail Vehicle Management Services,q3163884,110F20,indirect,19002041,Associate
556068,20012974,Raphuthi Ephraim Kenneth,Akobi,20.02.1960,42 Fir Street,Randburg,"2098,9687059696",ZA,C1,21158945,661866,no_mail_available,FG-9-ZA-30 - Treasury,q1624691,420006,direct,1142088,Contractor
556253,20012974,Sekonyela Thapelo Eugene,Alexander,20.02.1960,30 Spruce Drive,Johannesburg,"2099,12220986281",ZA,C1,21158963,582056,no_mail_available,FG-9-ZA-52 - Retail Vehicle Management Services,q9443549,110F25,indirect,19002048,Associate
627372,20012974,Susara Alletta Elizabeth,Alexander,02.04.1960,89 Chestnut Avenue,Midrand,"2099,27571375602",ZA,C1,21141862,419004,no_mail_available,TX-R-312 - Central Maintenance,q7600240,110F25,direct,19002054,Associate
584304,20012974,Tshepo Ramatshela Lesiba,Alexander,02.04.1960,54 Poplar Lane,Randburg,"2099,42921764924",ZA,C1,21141866,584124,no_mail_available,TX-R-333 - Production Finish,q1170173,110F25,indirect,19002042,Associate
505581,20012974,Doreen Moitshodi Tamara,Allardice,18.05.1960,18 Magnolia Street,Sandton,"2099,58272154245",ZA,C1,21158990,580771,no_mail_available,FG-9-ZA-85 - Shopfloor,q3485878,110F16,direct,19002063,Associate
515335,20012974,Gelane Evelyn Mantlakwe,Allardice,18.05.1960,72 Walnut Road,Johannesburg,"2099,73622543567",ZA,C1,21141867,582753,no_mail_available,"TX-R-35 - Corrosion Protection, Paint-Finish",q5884202,110F20,indirect,19002020,Associate
20018724,20012974,Ignatius Lehlohonolo  W,Alli,01.09.1960,6 Cypress Crescent,Midrand,"2099,88972932888",ZA,C1,21158993,681110,no_mail_available,"FG-9-ZA-9 - Operations Enabl.,Workspace, Infrastr.",q9376876,110F25,indirect,19002044,Associate
20018724,20012974,Jacobus Johannes Lafras,Alli,01.09.1960,39 Alder Drive,Sandton,"2100,0432332221",ZA,C1,21158993,681110,no_mail_available,"FG-9-ZA-9 - Operations Enabl.,Workspace, Infrastr.",q0322584,110F15,indirect,19002039,Associate
684012,20012974,Jacobus Johannes Lafras,Allie,30.12.1960,27 Hickory Lane,Randburg,"2100,19673711531",ZA,C1,21105667,582277,no_mail_available,description unavailable,q0562819,140F28,direct,1139468,Associate
638533,20012974,Jean-Pascal Marc Laszlo,Allie,30.12.1960,91 Juniper Street,Johannesburg,"2100,35024100853",ZA,C1,21158970,582416,no_mail_available,FG-9-ZA-60 - Warehouse Management,q6565978,110F20,direct,1142233,Associate
638533,20012974,Jean-Pascal Marc Laszlo,Allopi,01.01.1961,15 Dogwood Avenue,Midrand,"2100,50374490174",ZA,C1,21158970,582416,no_mail_available,FG-9-ZA-60 - Warehouse Management,q9290374,110F15,indirect,1133731,Process Supporter
20012237,20012974,Johannes Ramputswa Tony,Allopi,01.01.1961,63 Palm Road,Randburg,"2100,65724879496",ZA,C1,21158994,504758,no_mail_available,FG-9-ZA-90 - Unified Endpoint Management,q6157051,140F20,indirect,19002006,Associate
20012237,20012974,Kedibone Sekwati Albert,Alwar,09.02.1961,48 Olive Street,Sandton,"2100,81075268817",ZA,C1,21158994,504758,no_mail_available,FG-9-ZA-90 - Unified Endpoint Management,q7146794,430001,indirect,1141081,Contractor
20016042,20012974,Lucas Hamilton Nkuthazo,Alwar,09.02.1961,4 Redwood Lane,Johannesburg,"2100,96425658139",ZA,C1,21162934,580741,no_mail_available,"FG-9-ZA-76 - Change Control, Verification, Validation",q3064112,410100,indirect,1381276,"Del Manager: Fin. PlanningCons., Rep."
515306,20012974,Lyndon Graham Templeton,Ameer,19.02.1961,56 Beech Drive,Midrand,"2101,1177604746",ZA,C1,21141868,389169,no_mail_available,"TX-R-352 - Seam Seal, UBS",q1061582,201001,indirect,19000686,Specialist: Technical Services
515760,20012974,Lyndon Graham Templeton,Ameer,19.02.1961,80 Cypress Road,Sandton,"2101,27126436782",ZA,C1,21105699,580970,no_mail_available,"TX-R-451 - Short Track, Dyn. Perf., Leak Tst., Off.",q2286163,120F11,indirect,1188973,Specialist: Robot Engineer
581168,20012974,Mandlenkosi Gamalenkosi,Amichand,12.04.1961,21 Hawthorn Street,Randburg,"2101,42476826103",ZA,C1,21141868,580929,no_mail_available,"TX-R-352 - Seam Seal, UBS",q0175920,201001,indirect,19000429,Specialist: Quality Management
580583,20012974,Matlhogonolo Welheminah,Ampofo,12.04.1961,34 Linden Avenue,Johannesburg,"2101,57827215424",ZA,C1,21105687,580780,no_mail_available,description unavailable,q3108600,130F03,indirect,1192667,System Analyst
580639,20012974,Nkutlweng Christopher J,Ampofo,21.04.1961,69 Maple Crescent,Midrand,"2101,73177604746",ZA,C1,21141868,389169,no_mail_available,"TX-R-352 - Seam Seal, UBS",q9295557,201001,direct,19000613,"Spec., Retail & Operations"
582597,20012974,Nomhle Innocencia Queen,Anand,21.04.1961,12 Fir Lane,Randburg,"2101,88527994067",ZA,C1,21105689,582594,no_mail_available,"TX-R-413 - Op. Maint., Sys. Eng., Worksh., Inst.",q7917667,410021,indirect,1143198,Contractor
583415,20012974,Othisitse Mmokela Moses,Anand,29.04.1961,14 Rose Avenue,Johannesburg,"2102,03878383389",ZA,C1,21105665,582796,no_mail_available,"TX-R-162 - Warehouse Operations Build 40,55,80",q6197121,110F08,direct,1142727,"Spec., Panel Beater"
534769,20012974,Phiwayinkosi Sikhumbuzo,Anderson,29.04.1961,47 Maple Street,Sandton,"2102,1922877271",ZA,C1,21158991,546066,no_mail_available,FG-9-ZA-86 - OtD Platform,q3933506,110F06,indirect,1142761,"Spec., Dealer Liaison"
534769,20012974,Porcy Macdonald Phetogo,Anderson,04.06.1961,89 Oak Drive,Randburg,"2102,34579162032",ZA,C1,21158991,546066,no_mail_available,FG-9-ZA-86 - OtD Platform,q2697773,110F14,direct,1137380,Associate
511264,20012974,Siyamthanda Khethokuhle,Andreas,04.06.1961,25 Kingfisher Lane,Johannesburg,"2102,49929551353",ZA,C1,21158953,378217,no_mail_available,"FG-9-ZA-38 - Fin.Planning,Consolidation&Reporting",q0049507,460004,direct,1161361,Contractor
511264,20012974,Tjaart Nicolaas Jacobus,Andrews,30.06.1961,58 Willow Road,Midrand,"2102,65279940675",ZA,C1,21158953,378217,no_mail_available,"FG-9-ZA-38 - Fin.Planning,Consolidation&Reporting",q5191668,420004,direct,1141645,Contractor
20016042,20012974,Tshepiso Kaifus Kgadile,Andrews,30.06.1961,104 Cedar Crescent,Randburg,"2102,80630329996",ZA,C1,21162934,580741,no_mail_available,"FG-9-ZA-76 - Change Control, Verification, Validation",q6790851,460004,indirect,19003627,Contractor
675439,20012974,Vaamrajha Wayne Viaassa,Anipireddy,17.07.1961,14 Rose Avenue,Johannesburg,"2102,95980719318",ZA,C1,21105690,658671,no_mail_available,"TX-R-43 - Body Ass., Pre-Ass., Final Ass.",q5283900,410040,direct,1144479,Contractor
678416,20012974,Willem Jacobus Johannes,Anipireddy,17.07.1961,47 Maple Street,Sandton,"2103,11331108639",ZA,C1,21138511,581657,no_mail_available,"TX-R-433 - Rear., Front., Exh., Underb., Doors Pre.",q9614024,240001,indirect,1138064,Specialist: Sales & Marketing - Pub Sec
678416,20012974,Willem Jacobus Johannes,Anlasun,30.07.1961,89 Oak Drive,Randburg,"2103,26681497961",ZA,EB,21138511,2125,no_mail_available,"TX-R-433 - Rear., Front., Exh., Underb., Doors Pre.",q2752449,410100,indirect,1156885,Del Mngr:Stock and Workflow Management
660671,20012974,Willem Johannes Andreas,Anlasun,30.07.1961,25 Kingfisher Lane,Johannesburg,"2103,42031887282",ZA,C1,21130503,582145,no_mail_available,"FG-AP-40 - IT NSC South Africa, Sub Sahara",q2946546,300009,direct,19000248,Specialist: Finance
660671,20012974,Willem Johannes Andreas,Antoniadou,11.08.1961,58 Willow Road,Midrand,"2103,57382276603",ZA,C1,21130503,582145,no_mail_available,"FG-AP-40 - IT NSC South Africa, Sub Sahara",q5609044,410064,direct,1141649,Contractor
661325,20012974,Alufhelifhedzi Bethuel,Antonio,11.08.1961,104 Cedar Crescent,Randburg,"2103,72732665925",ZA,C1,21130503,582145,no_mail_available,"FG-AP-40 - IT NSC South Africa, Sub Sahara",q9280656,420006,direct,1139472,Contractor
605804,20012974,Andrew Raphore William,Antonio,23.08.1961,36 Birch Street,Sandton,"2103,88083055246",ZA,C1,21148337,508127,no_mail_available,PL-AP-ZA-5 - Talent Management,q9929773,410063,indirect,1165532,Contractor
20014560,20012974,Benedict Denzyl Pheeha,Antonio,23.08.1961,80 Elm Avenue,Johannesburg,"2104,03433444568",ZA,C1,21158932,659154,no_mail_available,FG-9-ZA-12 - Enterprise Data Services,q1066878,110P01,direct,1145101,Logistics Structure Planner
20014560,20012974,Bernadatte Tshegofatso,Antonio,14.09.1961,11 Pine Lane,Midrand,"2104,18783833889",ZA,C1,21158932,659154,no_mail_available,FG-9-ZA-12 - Enterprise Data Services,q1285609,410082,direct,1135342,Contractor
661325,20012974,Claudia Marina Marques,Antony,14.09.1961,67 Aspen Road,Sandton,"2104,34134223211",ZA,C1,21130503,582145,no_mail_available,"FG-AP-40 - IT NSC South Africa, Sub Sahara",q6311218,350001,indirect,19000256,Specialist: Communications - Plant
20010927,20012974,Edmond Matsobane Jafta,Antony,11.11.1961,43 Fir Street,Randburg,"2104,49484612532",ZA,C1,21158958,680061,no_mail_available,"FG-9-ZA-43 - Purchasing, Supplier Network",q3119133,F400,indirect,1150329,Contractor
20010927,20012974,Francoise Nthabiseng C,Aphana,11.11.1961,31 Spruce Drive,Johannesburg,"2104,64835001854",ZA,C1,21158958,680061,no_mail_available,"FG-9-ZA-43 - Purchasing, Supplier Network",q0962952,410030,indirect,1147238,Contractor
582592,20012974,Ignatius Shadrack Tlou,Aphana,17.11.1961,90 Chestnut Avenue,Midrand,"2104,80185391175",ZA,C1,21105689,581453,no_mail_available,"TX-R-413 - Op. Maint., Sys. Eng., Worksh., Inst.",q6076602,410061,direct,1400259,Contractor
20002237,20012974,Johannes Willem Schalk,Aphane,17.11.1961,55 Poplar Lane,Randburg,"2104,95535780497",ZA,C1,21129295,555871,no_mail_available,AJ-6-ZA - Legal South Africa,q2847382,120F01,direct,1136740,Systems Analyst
20002237,20012974,Johannes Willem Schalk,Aphane,25.11.1961,19 Magnolia Street,Sandton,"2105,10886169818",ZA,C1,21129295,555871,no_mail_available,AJ-6-ZA - Legal South Africa,q5158395,140P00,indirect,19000295,Specialist: Process Planner             
583518,20012974,Kgoroshi Lucky Solomon,Aphane,07.12.1961,73 Walnut Road,Johannesburg,"2105,2623655914",ZA,C1,21159534,417238,no_mail_available,"C3-ZA-F-20 - Profitability, Contr, Cost of Retail",q1381673,210001,direct,19000413,Specialist: Products - Product Marketing
521853,20012974,Letlhogonolo Solomon S,Aphane,07.12.1961,7 Cypress Crescent,Midrand,"2105,41586948461",ZA,C1,21138511,581546,no_mail_available,"TX-R-433 - Rear., Front., Exh., Underb., Doors Pre.",q9284949,140F27,direct,19001849,Associate
678404,20012974,Nelson Armenio Pereira,Aphiri,10.01.1962,40 Alder Drive,Sandton,"2105,56937337783",ZA,C1,21105699,583242,no_mail_available,"TX-R-451 - Short Track, Dyn. Perf., Leak Tst., Off.",q7184342,140P02,indirect,19000313,Specialist: Engineer E/E                
678404,20012974,Obakeng Barakia Donald,Appasamy,10.01.1962,28 Hickory Lane,Randburg,"2105,72287727104",ZA,EB,21105699,2125,no_mail_available,"TX-R-451 - Short Track, Dyn. Perf., Leak Tst., Off.",q3625508,130F04,indirect,1139380,Maintenance Planner
582145,20012974,Ogopoleng Edwin Kobedi,Appasamy,26.01.1962,92 Juniper Street,Johannesburg,"2105,87638116425",ZA,C1,21130503,580541,no_mail_available,"FG-AP-40 - IT NSC South Africa, Sub Sahara",q5704765,130F10,indirect,1160145,Specialist: Production Engineer
582926,20012974,Pierre Dominic Crunchy,Appelcryn,26.01.1962,16 Dogwood Avenue,Midrand,"2106,02988505747",ZA,C1,21126160,582886,no_mail_available,description unavailable,q2128225,420006,indirect,1149053,Contractor
515734,20012974,Pierre Dominic Crunchy,Appelcryn,28.01.1962,64 Palm Road,Randburg,"2106,18338895068",ZA,C1,21105699,580970,no_mail_available,"TX-R-451 - Short Track, Dyn. Perf., Leak Tst., Off.",q2571110,110F21,indirect,1148525,"Spec., Parts (Logistics Plan.)"
20019721,20012974,Reginald William Lenka,Appoo,28.01.1962,49 Olive Street,Sandton,"2106,3368928439",ZA,C1,21141859,581956,no_mail_available,TX-R-30 - Quality Management,q3162236,410037,direct,1149054,Contractor
657791,20012974,Selma Dilar De Freitas,Appoo,24.03.1962,5 Redwood Lane,Johannesburg,"2106,49039673711",ZA,C1,21130503,582145,no_mail_available,"FG-AP-40 - IT NSC South Africa, Sub Sahara",q8852053,410100,indirect,1165242,Contractor
682955,20012974,Sepetlele Dawid Josiah,Archindorf,24.03.1962,57 Beech Drive,Midrand,"2106,64390063033",ZA,C1,21138510,580622,no_mail_available,"TX-R-432 - Axles, Eng. Pre-Ass., Powertr., Marr.",q8483613,410000,direct,1381277,"GM: Sales Parts Logistics,SF,CBS Markets"
505581,20012974,Sipokazi Nikiwe Siziwe,Arijune,10.04.1962,81 Cypress Road,Sandton,"2106,79740452354",ZA,C1,21158990,580771,no_mail_available,FG-9-ZA-85 - Shopfloor,q2481937,O300,indirect,19000734,Creditors
423949,20012974,Somthuntshelwa Stevens,Arijune,10.04.1962,22 Hawthorn Street,Randburg,"2106,95090841676",ZA,C1,21158947,561417,no_mail_available,FG-9-ZA-32 - International Finance Template,q4775284,410084,indirect,1160030,Contractor
423949,20012974,Thomas Phineas Seakgwe,Arote,28.04.1962,35 Linden Avenue,Johannesburg,"2107,10441230997",ZA,C1,21158947,561417,no_mail_available,FG-9-ZA-32 - International Finance Template,q6283041,410100,direct,1151308,Contractor
423381,20012974,Willem Abraham Jacobus,Arote,28.04.1962,70 Maple Crescent,Midrand,"2107,25791620319",ZA,C1,21158959,580652,no_mail_available,FG-9-ZA-44 - HR and M Reporting,q9469668,410040,direct,1151302,Contractor
455566,20012974,Aggrey Ananius Matime,Arries,01.05.1962,13 Fir Lane,Randburg,"2107,4114200964",ZA,C1,21122580,456270,no_mail_available,"C3-ZA-V-2 - Perf. Mgmt., Corpo. a. Special Sales",q2789702,110F25,indirect,19003123,Associate
424078,20012974,Andrew Mamatsiritsiri,Arries,18.05.1962,15 Rose Avenue,Johannesburg,"2107,56492398962",ZA,C1,21105665,678645,no_mail_available,"TX-R-162 - Warehouse Operations Build 40,55,80",q2873717,420006,direct,1135766,Contractor
663484,20012974,Christian Christoffel,Arumugam,18.05.1962,48 Maple Street,Sandton,"2107,71842788283",ZA,C1,21158932,659154,no_mail_available,FG-9-ZA-12 - Enterprise Data Services,q7411798,410040,indirect,1148580,Contractor
663484,20012974,Dituma Herman Desmond,Aruna Kumar,20.07.1962,90 Oak Drive,Randburg,"2107,87193177605",ZA,C1,21158932,659154,no_mail_available,FG-9-ZA-12 - Enterprise Data Services,q7852953,PA172,direct,1364176,Outbound
666540,20012974,Hendrick Josia Mmonoa,Aruna Kumar,20.07.1962,26 Kingfisher Lane,Johannesburg,"2108,02543566926",ZA,C1,21158934,543896,no_mail_available,FG-9-ZA-14 - AI Expert and Self Services,q5145048,410080,direct,1151304,Contractor
666540,20012974,Josiah John Matsobane,Asanin,27.09.1962,59 Willow Road,Midrand,"2108,17893956247",ZA,C1,21158934,543896,no_mail_available,FG-9-ZA-14 - AI Expert and Self Services,q2734341,V200,indirect,19000052,Manager: Alphera Sales
674706,20012974,Khanyisile Emmanuelle,Asanin,27.09.1962,105 Cedar Crescent,Randburg,"2108,33244345569",ZA,C1,21105690,658671,no_mail_available,"TX-R-43 - Body Ass., Pre-Ass., Final Ass.",q5680226,410061,indirect,1151306,Contractor
682722,20012974,Koketso Trevor Mphulo,Asare-Bediako,03.11.1962,15 Rose Avenue,Johannesburg,"2108,4859473489",ZA,C1,21138510,678661,no_mail_available,"TX-R-432 - Axles, Eng. Pre-Ass., Powertr., Marr.",q0583681,410070,indirect,1218846,Contractor
682723,20012974,Kutloano Letlhogonolo,Asare-Bediako,03.11.1962,48 Maple Street,Sandton,"2108,63945124212",ZA,C1,21141867,582329,no_mail_available,"TX-R-35 - Corrosion Protection, Paint-Finish",q6322607,110F25,indirect,19002792,Associate
